record_id,species,bl_accepted,bl_match_type,order,province,year,longitude,latitude,has_range_polygon,year_in_scope,centroid_lon,centroid_lat,nearest_edge_lon,nearest_edge_lat,bearing_from_centroid_deg,direction_8_centroid,bearing_from_nearest_edge_deg,direction_8_nearest_edge,centroid_delta_lon_deg,centroid_delta_lat_deg,edge_delta_lon_deg,edge_delta_lat_deg,distance_to_centroid_km,distance_to_nearest_edge_km,point_inside_range
816,Hemitesia pallidipes,Hemitesia pallidipes,accepted,Passeriformes,Hunan,2023,111.48,24.84,TRUE,TRUE,99.87378011341941,24.843883408717176,106.45751953160124,23.549316406227206,87.57618542625306,E,73.24601931449229,E,11.60621988658059,-0.0038834087171757403,5.0224804683987685,1.290683593772794,1173.0271044747537,530.9648481763467,FALSE
817,Phyllergates cucullatus,Phyllergates cucullatus,accepted,Passeriformes,Guizhou,2021,104.91,25.09,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,Urosphena squameiceps,Urosphena squameiceps,accepted,Passeriformes,Anhui,2013,118.5,31.69,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,Sitta cinnamoventris,Sitta cinnamoventris,accepted,Passeriformes,Xizang,2016,95.4,29.41,TRUE,TRUE,100.07389932506359,24.812878954611758,94.98492431740351,28.988281249780016,318.8981451183356,NW,40.567409457567464,NE,-4.673899325063587,4.597121045388242,0.41507568259649474,0.4217187502199842,688.8312713973592,61.852681628851016,FALSE
820,Sitta formosa,Sitta formosa,accepted,Passeriformes,Xizang,2019,95.36,29.33,TRUE,TRUE,99.26168480751127,24.710768387413246,95.40784990081012,28.811251796305896,323.9091070538209,NW,355.40235261418366,N,-3.9016848075112733,4.619231612586752,-0.04784990081012097,0.518748203694102,642.577956154061,58.23567127741124,FALSE
821,Sitta villosa,Sitta villosa,accepted,Passeriformes,Heilongjiang,2005,126.66,45.74,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,Sitta villosa,Sitta villosa,accepted,Passeriformes,Shandong,2023,117.87,38.26,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,Acridotheres cristatellus,Acridotheres cristatellus,accepted,Passeriformes,Jilin,2019,125.55,43.8,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,Acridotheres tristis,Acridotheres tristis,accepted,Passeriformes,Guizhou,2017,106.52,26.68,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,Acridotheres tristis,Acridotheres tristis,accepted,Passeriformes,Jiangxi,2019,115.35,26.3,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,Acridotheres tristis,Acridotheres tristis,accepted,Passeriformes,Shandong,2022,121.01,121.01,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,Acridotheres tristis,Acridotheres tristis,accepted,Passeriformes,Chongqing,2010,106.53,29.45,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,Agropsar philippensis,Agropsar philippensis,accepted,Passeriformes,Shandong,2021,122.59,37.19,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,Agropsar sturninus,Agropsar sturninus,accepted,Passeriformes,Xizang,2020,94.81,29.96,TRUE,TRUE,118.57983835845265,42.79382197036072,102.07128906293997,34.964721679262084,243.75164457182169,SW,232.7544624233539,SW,-23.769838358452645,-12.833821970360717,-7.261289062939966,-5.004721679262083,2535.5500029563564,876.7130972788352,FALSE
830,Gracupica nigricollis,Gracupica nigricollis,accepted,Passeriformes,Hainan,2006,110.59,19.97,TRUE,TRUE,108.14044842750558,24.854113188953775,110.406455,20.30551,154.6477272624146,SE,152.78243857749635,SE,2.4495515724944283,-4.884113188953776,0.1835450000000094,-0.33551000000000286,593.4467548532471,41.41042051136549,FALSE
831,Gracupica nigricollis,Gracupica nigricollis,accepted,Passeriformes,Shandong,2021,122.69,37.4,TRUE,TRUE,108.14044842750558,24.854113188953775,119.57891845712118,26.783508301167274,41.20477415938291,NE,13.134998974565121,N,14.549551572494423,12.545886811046223,3.1110815428788214,10.616491698832725,1959.7082731768655,1227.8355036080702,FALSE
832,Gracupica nigricollis,Gracupica nigricollis,accepted,Passeriformes,Chongqing,2006,106.5,29.51,TRUE,TRUE,108.14044842750558,24.854113188953775,106.45831419667748,27.50401064609905,342.9670542326895,N,1.0362775206126003,N,-1.640448427505575,4.655886811046226,0.041685803322522474,2.005989353900951,543.435652740712,223.99545137063203,FALSE
833,Pastor roseus,Pastor roseus,accepted,Passeriformes,Jiangxi,2021,114.78,24.94,TRUE,TRUE,82.06601924861369,43.676355344038356,87.9288940426261,46.84027099740865,114.36036940158971,SE,126.37545225654287,SE,32.713980751386316,-18.736355344038355,26.851105957373903,-21.90027099740865,3603.761686810065,3383.1018638682467,FALSE
834,Spodiopsar cineraceus,Spodiopsar cineraceus,accepted,Passeriformes,Xizang,2016,91.56,29.84,TRUE,TRUE,115.87916066066956,42.075147048670075,97.4837036131313,33.44891357380254,245.82593242056117,SW,235.99559251127013,SW,-24.319160660669553,-12.235147048670076,-5.923703613131295,-3.6089135738025426,2547.9702811566212,686.4300977936545,FALSE
835,Spodiopsar sericeus,Spodiopsar sericeus,accepted,Passeriformes,Gansu,2015,105.49,33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,Spodiopsar sericeus,Spodiopsar sericeus,accepted,Passeriformes,Jilin,2019,123.79,44.23,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,Spodiopsar sericeus,Spodiopsar sericeus,accepted,Passeriformes,Liaoning,2007,124.15,39.97,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,Spodiopsar sericeus,Spodiopsar sericeus,accepted,Passeriformes,Ningxia,2016,105.05,37.47,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,Spodiopsar sericeus,Spodiopsar sericeus,accepted,Passeriformes,Tianjin,2001,117.31,39.08,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,Sturnia pagodarum,Sturnia pagodarum,accepted,Passeriformes,Xinjiang,2022,75.45,37.15,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,Sturnia sinensis,Sturnia sinensis,accepted,Passeriformes,Jiangsu,2018,119.78,33.86,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,Sturnus vulgaris,Sturnus vulgaris,accepted,Passeriformes,Heilongjiang,2007,124.22,47.2,TRUE,TRUE,83.4492325558543,44.050959144603205,116.7498472249614,48.44502546250643,69.08388481012514,E,101.15144716574446,E,40.770767444145704,3.149040855396798,7.470152775038599,-1.245025462506426,3160.56476455724,577.2845662645617,FALSE
843,Sturnus vulgaris,Sturnus vulgaris,accepted,Passeriformes,Inner Mongolia,2013,121.5,51.33,TRUE,TRUE,83.4492325558543,44.050959144603205,116.96528532658184,49.73765407222903,60.371125908539966,NE,59.34431795670622,NE,38.050767444145706,7.279040855396794,4.534714673418165,1.592345927770971,2956.1612200539184,370.49587110956577,FALSE
844,Sturnus vulgaris,Sturnus vulgaris,accepted,Passeriformes,Shaanxi,2012,109.54,34.81,TRUE,TRUE,83.4492325558543,44.050959144603205,115.81276306500013,48.28656927142987,105.83449444376254,E,201.3603612115799,S,26.090767444145712,-9.240959144603202,-6.27276306500012,-13.476569271429867,2432.1892672219383,1599.4947281352268,FALSE
845,Sturnus vulgaris,Sturnus vulgaris,accepted,Passeriformes,Tianjin,2002,117.2,39.09,TRUE,TRUE,83.4492325558543,44.050959144603205,116.33045428983371,48.238738927559496,89.4052714397261,E,175.76140065821096,S,33.75076744414571,-4.960959144603201,0.8695457101662925,-9.148738927559492,2815.049340052096,1028.1186440132294,FALSE
846,Curruca communis,Curruca communis,accepted,Passeriformes,Xizang,2024,89.01,27.32,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,Curruca crassirostris,Curruca crassirostris,accepted,Passeriformes,Xizang,2015,81.21,30.21,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,Curruca curruca,Curruca curruca,accepted,Passeriformes,Guizhou,2024,105.29,27.29,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,Curruca curruca,Curruca curruca,accepted,Passeriformes,Hainan,2021,110.33,20.07,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,Sylvia atricapilla,Sylvia atricapilla,accepted,Passeriformes,Xinjiang,2012,76,39.47,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,Cyanoderma pyrrhops,Cyanoderma pyrrhops,accepted,Passeriformes,Xizang,2010,85.98,28,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,Cyanoderma rufifrons,Cyanoderma rufifrons,accepted,Passeriformes,Guangxi,2005,106.85,22.34,TRUE,TRUE,98.64195321846628,24.72998887194417,104.016167,22.564085,105.94861923819985,E,94.34811442234115,E,8.20804678153371,-2.389988871944169,2.8338329999999985,-0.22408499999999876,881.9331212045057,295.11628995188954,FALSE
853,Mixornis gularis,Mixornis gularis,accepted,Passeriformes,Guangxi,2005,106.96,22.47,TRUE,TRUE,100.60973227278788,24.540336302191058,106.67478258416077,22.189497554942275,108.2843435125302,E,43.19149910027153,NE,6.350267727212113,-2.070336302191059,0.28521741583922733,0.28050244505772426,690.2794585434153,42.740131948064644,FALSE
854,Pomatorhinus schisticeps,Pomatorhinus schisticeps,accepted,Passeriformes,Xizang,2015,95.35,29.33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,Stachyris humei,Stachyris humei,accepted,Passeriformes,Xizang,2014,95.47,29.6,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,Timalia pileata,Timalia pileata,accepted,Passeriformes,Jiangxi,2011,114.38,24.49,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,Geokichla citrina,Geokichla citrina,accepted,Passeriformes,Jiangxi,2017,117.66,27.84,TRUE,TRUE,109.81560834059201,25.772302738723667,117.66,27.84,71.80064148166446,E,0,N,7.844391659407989,2.067697261276333,0,0,809.2187163239422,0,TRUE
858,Geokichla citrina,Geokichla citrina,accepted,Passeriformes,Chongqing,2008,109,30.67,TRUE,TRUE,109.81560834059201,25.772302738723667,108.0880737314177,26.646118164421807,351.84273588381535,N,11.031114709942926,N,-0.8156083405920072,4.897697261276335,0.911926268582306,4.0238818355781945,552.9574974764287,458.6694485322983,FALSE
859,Geokichla wardii,Geokichla wardii,accepted,Passeriformes,Xizang,2024,85.37,28.28,TRUE,TRUE,86.01594424293589,27.93766298037663,85.36791441074669,28.2854600938399,301.1512695695522,NW,161.408107923869,S,-0.645944242935883,0.34233701962337193,0.002085589253312037,-0.005460093839900537,73.66515674701783,0.6431302252756177,FALSE
860,Grandala coelicolor,Grandala coelicolor,accepted,Passeriformes,Chongqing,2007,107.57,29.27,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Anhui,2009,116.85,32.35,TRUE,TRUE,106.14993088251104,31.597377555066544,111.9143066403393,33.66192626968166,82.43478210845547,E,106.23079188208709,E,10.700069117488951,0.7526224449334578,4.935693359660689,-1.3119262696816563,999.2664441846534,477.1618850358787,FALSE
862,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Guangxi,2004,104.96,24.61,TRUE,TRUE,106.14993088251104,31.597377555066544,104.96,24.61,188.8293332452697,S,0,N,-1.1899308825110495,-6.987377555066544,0,0,788.87824743591,0,TRUE
863,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Jiangsu,2015,119.33,32.09,TRUE,TRUE,106.14993088251104,31.597377555066544,113.82452392603841,36.9064941403924,84.00375175536533,E,135.11792583858522,SE,13.180069117488955,0.49262244493345975,5.505476073961589,-4.816494140392393,1229.331514988304,705.2252349335542,FALSE
864,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Jiangxi,2015,114.57,28.57,TRUE,TRUE,106.14993088251104,31.597377555066544,110.75708007828302,31.302307127571964,110.41079410772238,E,128.62296225399518,SE,8.42006911748895,-3.0273775550665434,3.8129199217169685,-2.732307127571964,870.5287223798092,475.6122929356307,FALSE
865,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Liaoning,2016,123.9,39.82,TRUE,TRUE,106.14993088251104,31.597377555066544,119.08812122511449,40.87788772963518,55.29333615178791,NE,104.52389571281157,E,17.750069117488962,8.222622444933457,4.811878774885514,-1.0578877296351763,1826.3785150363308,419.44807687459195,FALSE
866,Otocichla mupinensis,Otocichla mupinensis,accepted,Passeriformes,Shanghai,2013,121.65,31.2,TRUE,TRUE,106.14993088251104,31.597377555066544,118.36476507934503,40.21163864800536,87.65415100382518,E,162.52763429812103,S,15.500069117488962,-0.3973775550665444,3.285234920654972,-9.011638648005363,1452.3446548010206,942.5756759147185,FALSE
867,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Anhui,2023,115.68,31.27,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Fujian,2019,117.78,27.86,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Henan,2016,111.92,33.5,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Hunan,2011,110.65,28.8,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Jiangxi,2017,114.04,26.3,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Ningxia,2018,106.35,35.27,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Qinghai,2024,102.68,35.81,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Shaanxi,2006,107.98,33.53,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Xizang,2019,91.96,27.99,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,Turdus boulboul,Turdus boulboul,accepted,Passeriformes,Zhejiang,2021,119.72,30.25,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,Turdus cardis,Turdus cardis,accepted,Passeriformes,Beijing,2013,116.33,40,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,Turdus cardis,Turdus cardis,accepted,Passeriformes,Shaanxi,2019,109.05,34.32,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,Turdus feae,Turdus feae,accepted,Passeriformes,Anhui,2022,117.27,31.83,TRUE,TRUE,113.6648913408762,38.78322148442331,113.49572753939447,35.53607177779048,156.0026152683737,SE,138.65845226435192,SE,3.6051086591238004,-6.95322148442331,3.7742724606055305,-3.706071777790484,848.4293637470671,541.3660207860192,FALSE
880,Turdus feae,Turdus feae,accepted,Passeriformes,Guizhou,2015,107.15,28.2,TRUE,TRUE,113.6648913408762,38.78322148442331,111.23132324207415,34.949279786433124,209.03979949247642,SW,208.35084140542307,SW,-6.51489134087619,-10.583221484423309,-4.0813232420741485,-6.749279786433124,1332.0032698118528,848.8924992545421,FALSE
881,Turdus feae,Turdus feae,accepted,Passeriformes,Sichuan,2012,104.07,30.64,TRUE,TRUE,113.6648913408762,38.78322148442331,111.23132324207415,34.949279786433124,226.91953589178576,SW,236.3878439127695,SW,-9.594891340876202,-8.143221484423307,-7.161323242074161,-4.309279786433123,1259.8596648500934,819.099940221691,FALSE
882,Turdus mandarinus,Turdus mandarinus,accepted,Passeriformes,Beijing,2011,116.3,40,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,Turdus mandarinus,Turdus mandarinus,accepted,Passeriformes,Ningxia,2016,106.22,37.35,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,Turdus naumanni,Turdus naumanni,accepted,Passeriformes,Heilongjiang,2021,129.16,46.08,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,Turdus pilaris,Turdus pilaris,accepted,Passeriformes,Heilongjiang,2010,125.14,51.14,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,Turdus pilaris,Turdus pilaris,accepted,Passeriformes,Shaanxi,2022,108.75,34.14,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,Turdus rubrocanus,Turdus rubrocanus,accepted,Passeriformes,Henan,2019,114.25,31.94,TRUE,TRUE,101.93269819049834,31.851891381747482,112.16931152440736,31.736511230109215,86.25597604162772,E,82.88491019652338,E,12.317301809501657,0.08810861825251948,2.0806884755926376,0.2034887698907859,1147.1162079372489,195.37219021775692,FALSE
888,Turdus rubrocanus,Turdus rubrocanus,accepted,Passeriformes,Jiangxi,2017,115.28,29.01,TRUE,TRUE,101.93269819049834,31.851891381747482,112.1492919924317,31.096130371019967,100.41655441039552,E,126.79790202136792,SE,13.347301809501658,-2.8418913817474802,3.130708007568302,-2.0861303710199657,1304.4010969182075,376.29271588314913,FALSE
889,Turdus rubrocanus,Turdus rubrocanus,accepted,Passeriformes,Inner Mongolia,2021,103.7,38.3,TRUE,TRUE,101.93269819049834,31.851891381747482,103.34996778459067,37.54608445739675,12.141282239966017,N,20.007664502216414,N,1.7673018095016602,6.448108618252515,0.3500322154093283,0.7539155426032451,745.0070119295689,88.17733163307653,FALSE
890,Turdus rubrocanus,Turdus rubrocanus,accepted,Passeriformes,Shanxi,2017,111.92,37.65,TRUE,TRUE,101.93269819049834,31.851891381747482,110.20867919898592,34.5861206056814,51.980973477303905,NE,23.784316627313274,NE,9.987301809501659,5.798108618252517,1.7113208010140823,3.0638793943185973,1110.6500089885453,377.82917617750087,FALSE
891,Turdus ruficollis,Turdus ruficollis,accepted,Passeriformes,Jiangsu,2013,119.49,31.55,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,Turdus viscivorus,Turdus viscivorus,accepted,Passeriformes,Gansu,2018,98.53,39.75,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,Turdus viscivorus,Turdus viscivorus,accepted,Passeriformes,Inner Mongolia,2019,101.07,42.13,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,Zoothera dixoni,Zoothera dixoni,accepted,Passeriformes,Hubei,2019,109.71,29.99,TRUE,TRUE,100.82849920247249,27.45988646374796,104.89429193732309,31.865245920063217,69.900557048275,E,113.16354903443812,SE,8.881500797527508,2.5301135362520384,4.815708062676904,-1.875245920063218,904.5189824508947,500.4993937133827,FALSE
895,Zoothera dixoni,Zoothera dixoni,accepted,Passeriformes,Hunan,2015,110.1,29.78,TRUE,TRUE,100.82849920247249,27.45988646374796,104.89429193732309,31.865245920063217,71.89790241354882,E,113.6559194932293,SE,9.271500797527509,2.320113536252041,5.205708062676905,-2.0852459200632154,934.6470892200067,544.3394070159552,FALSE
896,Zoothera mollissima,Zoothera mollissima,accepted,Passeriformes,Hunan,2012,110.74,29.87,TRUE,TRUE,97.78742465124375,29.756801196817303,102.21906779024641,31.828109322687283,86.19514324207995,E,102.7699951833743,E,12.952575348756241,0.11319880318269782,8.520932209753582,-1.9581093226872817,1236.7262615954235,833.4032673588496,FALSE
897,Zoothera mollissima,Zoothera mollissima,accepted,Passeriformes,Shaanxi,2004,107.89,34.1,TRUE,TRUE,97.78742465124375,29.756801196817303,102.08734600466494,32.2387713601171,60.52279937013293,NE,67.4621778073614,NE,10.102575348756247,4.343198803182698,5.8026539953350635,1.8612286398829028,1059.7526362034564,566.5421273683392,FALSE
898,Zoothera monticola,Zoothera monticola,accepted,Passeriformes,Xizang,2019,91.96,27.99,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Zoothera monticola,Zoothera monticola,accepted,Passeriformes,Yunnan,2007,97.83,24.02,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,Turdus migratorius,Turdus migratorius,accepted,Passeriformes,Heilongjiang,2024,126.56,45.75,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,Tephrodornis virgatus,Tephrodornis virgatus,accepted,Passeriformes,Zhejiang,2019,119.87,27.75,TRUE,TRUE,111.40531823177875,24.569921163283915,119.87,27.75,65.45798209456035,NE,0,N,8.464681768221254,3.180078836716085,0,0,914.2022313952291,0,TRUE
902,Erpornis zantholeuca,Erpornis zantholeuca,accepted,Passeriformes,Xizang,2019,95.34,29.3,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,Pteruthius rufiventer,Pteruthius rufiventer,accepted,Passeriformes,Xizang,2019,95.26,29.29,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,Pteruthius xanthochlorus,Pteruthius xanthochlorus,accepted,Passeriformes,Anhui,2015,118.53,29.57,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,Pteruthius xanthochlorus,Pteruthius xanthochlorus,accepted,Passeriformes,Guizhou,2017,106.19,28.34,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,Pteruthius xanthochlorus,Pteruthius xanthochlorus,accepted,Passeriformes,Hunan,2011,110.68,29.98,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,Parayuhina diademata,Parayuhina diademata,accepted,Passeriformes,Xizang,2013,98.47,28.84,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,Staphida castaniceps,Staphida castaniceps,accepted,Passeriformes,Henan,2025,114.25,32.04,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,Staphida torqueola,Staphida torqueola,accepted,Passeriformes,Gansu,2021,105.47,32.88,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,Yuhina nigrimenta,Yuhina nigrimenta,accepted,Passeriformes,Gansu,2016,105.38,32.88,TRUE,TRUE,107.36737626727114,26.961197135083413,105.81897071623568,33.36590015220269,344.2618854660842,N,217.23174409794453,SW,-1.987376267271145,5.918802864916589,-0.43897071623568706,-0.4859001522026887,690.2423289897916,66.87400438741945,FALSE
911,Yuhina nigrimenta,Yuhina nigrimenta,accepted,Passeriformes,Shaanxi,2006,107.25,32.55,TRUE,TRUE,107.36737626727114,26.961197135083413,107.25,33.09851074207717,358.9841930629671,N,180,S,-0.11737626727114048,5.588802864916584,0,-0.5485107420771698,626.6300846988846,61.91520460510333,FALSE
912,Zosterops erythropleurus,Zosterops erythropleurus,accepted,Passeriformes,Qinghai,2017,102.67,35.8,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,Zosterops japonicus,Zosterops japonicus,accepted,Passeriformes,Hubei,2022,113.33,33.57,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,Ardea intermedia,Ardea intermedia,accepted,Pelecaniformes,Jilin,2020,125.37,43.96,TRUE,TRUE,100.44617498477974,23.473248187994713,103.56169579742317,23.427540914881376,38.84377004592392,NE,35.76790528405343,NE,24.92382501522026,20.486751812005288,21.808304202576835,20.532459085118624,3214.6432166216296,3030.2187050891816,FALSE
915,Ardea intermedia,Ardea intermedia,accepted,Pelecaniformes,Liaoning,2006,124.19,39.97,TRUE,TRUE,100.44617498477974,23.473248187994713,104.05529027622532,22.85358990594949,44.8871051902409,NE,40.17041203053503,NE,23.743825015220253,16.496751812005286,20.134709723774677,17.116410094050508,2874.9195647783627,2665.2476775514515,FALSE
917,Ardeola bacchus,Ardeola bacchus,accepted,Pelecaniformes,Xinjiang,2001,83.67,39.17,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,Ardeola grayii,Ardeola grayii,accepted,Pelecaniformes,Guangdong,2022,110.89,21.73,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,Ardeola grayii,Ardeola grayii,accepted,Pelecaniformes,Yunnan,2015,102.65,25.01,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,Ardeola speciosa,Ardeola speciosa,accepted,Pelecaniformes,Guangxi,2025,110.22,22.67,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,Bubulcus ibis,Bubulcus ibis,accepted,Pelecaniformes,Heilongjiang,2007,125.13,46.81,TRUE,TRUE,109.35039554527816,27.46995097244457,120.8769103412393,32.71664352957538,28.48024415545575,NE,11.727007434544817,N,15.779604454721834,19.340049027555434,4.2530896587607,14.093356470424624,2568.010965789427,1626.7817879375261,FALSE
922,Bubulcus ibis,Bubulcus ibis,accepted,Pelecaniformes,Shanxi,2015,111.43,36.06,TRUE,TRUE,109.35039554527816,27.46995097244457,110.9102618103332,33.15470408693458,11.093758383762577,N,8.229381469966029,N,2.0796044547218457,8.590049027555434,0.5197381896668105,2.905295913065423,985.2622974079461,329.9388674170566,FALSE
