record_id,species,bl_accepted,bl_match_type,order,province,year,longitude,latitude,has_range_polygon,year_in_scope,centroid_lon,centroid_lat,nearest_edge_lon,nearest_edge_lat,bearing_from_centroid_deg,direction_8_centroid,bearing_from_nearest_edge_deg,direction_8_nearest_edge,centroid_delta_lon_deg,centroid_delta_lat_deg,edge_delta_lon_deg,edge_delta_lat_deg,distance_to_centroid_km,distance_to_nearest_edge_km,point_inside_range
259,Limnodromus scolopaceus,Limnodromus scolopaceus,accepted,Charadriiformes,Liaoning,2010,123.93,39.82,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Limnodromus scolopaceus,Limnodromus scolopaceus,accepted,Charadriiformes,Shaanxi,2018,110.2,34.95,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Limnodromus scolopaceus,Limnodromus scolopaceus,accepted,Charadriiformes,Sichuan,2012,104.3,30.98,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Limnodromus semipalmatus,Limnodromus semipalmatus,accepted,Charadriiformes,Shaanxi,2019,109.42,34.8,TRUE,TRUE,123.20207678459185,47.929024673198796,117.17132568373347,45.75653076198512,223.02508277814687,SW,210.94962486289668,SW,-13.782076784591851,-13.1290246731988,-7.751325683733469,-10.956530761985121,1859.673471495041,1392.8988400642465,FALSE
263,Limnodromus semipalmatus,Limnodromus semipalmatus,accepted,Charadriiformes,Xinjiang,2010,84.92,44.48,TRUE,TRUE,123.20207678459185,47.929024673198796,116.05264602078796,48.888825559245696,276.9300867490988,W,270.0858150677897,W,-38.28207678459185,-3.4490246731987995,-31.13264602078796,-4.408825559245699,2951.9430169598327,2418.4312596375453,FALSE
264,Limosa lapponica,Limosa lapponica,accepted,Charadriiformes,Yunnan,2013,102.59,24.65,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,Limosa limosa,Limosa limosa,accepted,Charadriiformes,Ningxia,2011,106.46,38.87,TRUE,TRUE,108.61244833816205,47.69457815413525,115.63274259771521,45.44840499811345,190.8198707221571,S,229.11123857481405,SW,-2.15244833816206,-8.824578154135253,-9.172742597715214,-6.578404998113456,1005.2798107919232,1050.8495180310963,FALSE
266,Numenius madagascariensis,Numenius madagascariensis,accepted,Charadriiformes,Shaanxi,2000,107.52,33.19,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,Numenius minutus,Numenius minutus,accepted,Charadriiformes,Gansu,2025,101.01,38.81,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Numenius phaeopus,Numenius phaeopus,accepted,Charadriiformes,Yunnan,2012,102.67,24.97,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,Phalaropus fulicarius,Phalaropus fulicarius,accepted,Charadriiformes,Beijing,2010,116.31,40.13,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,Phalaropus fulicarius,Phalaropus fulicarius,accepted,Charadriiformes,Hainan,2022,110.37,20.02,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Phalaropus fulicarius,Phalaropus fulicarius,accepted,Charadriiformes,Henan,2013,112.51,32.95,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Phalaropus fulicarius,Phalaropus fulicarius,accepted,Charadriiformes,Sichuan,2011,100.77,30.05,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Phalaropus lobatus,Phalaropus lobatus,accepted,Charadriiformes,Guizhou,2022,104.94,25.09,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Phalaropus lobatus,Phalaropus lobatus,accepted,Charadriiformes,Henan,2014,112.51,32.95,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Phalaropus lobatus,Phalaropus lobatus,accepted,Charadriiformes,Jiangxi,2007,113,25,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Phalaropus lobatus,Phalaropus lobatus,accepted,Charadriiformes,Shaanxi,2014,109.39,34.79,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Phalaropus lobatus,Phalaropus lobatus,accepted,Charadriiformes,Sichuan,2011,104.07,30.58,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Tringa brevipes,Tringa brevipes,accepted,Charadriiformes,Sichuan,2013,102.76,30.05,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Tringa guttifer,Tringa guttifer,accepted,Charadriiformes,Liaoning,2006,124.03,39.82,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Tringa stagnatilis,Tringa stagnatilis,accepted,Charadriiformes,Guizhou,2021,109.22,27.82,TRUE,TRUE,124.98093753469408,48.338537012931326,117.41983369099185,46.50429084773305,216.41429699884725,SW,201.89946905248422,S,-15.76093753469408,-20.518537012931326,-8.199833690991852,-18.684290847733052,2669.5033386802734,2214.9758493334944,FALSE
281,Stercorarius longicaudus,Stercorarius longicaudus,accepted,Charadriiformes,Jiangsu,2016,120.64,32.67,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Stercorarius parasiticus,Stercorarius parasiticus,accepted,Charadriiformes,Hunan,2018,110.77,29.93,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Stercorarius parasiticus,Stercorarius parasiticus,accepted,Charadriiformes,Inner Mongolia,2019,123.08,46.22,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Stercorarius parasiticus,Stercorarius parasiticus,accepted,Charadriiformes,Sichuan,2013,104.18,31.02,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,Stercorarius parasiticus,Stercorarius parasiticus,accepted,Charadriiformes,Xizang,2023,86,28.08,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,Stercorarius parasiticus,Stercorarius parasiticus,accepted,Charadriiformes,Yunnan,2016,100.52,25.03,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Stercorarius pomarinus,Stercorarius pomarinus,accepted,Charadriiformes,Inner Mongolia,2006,110.01,41.53,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Turnix suscitator,Turnix suscitator,accepted,Charadriiformes,Anhui,2023,117.09,30.26,TRUE,TRUE,105.91864279667983,25.13589969645259,119.20971679719253,25.68267822282189,60.090499790681065,NE,338.2456571926302,N,11.17135720332017,5.1241003035474115,-2.119716797192524,4.57732177717811,1233.3818042091768,551.4065209455163,FALSE
289,Turnix suscitator,Turnix suscitator,accepted,Charadriiformes,Zhejiang,2021,121.02,28.86,TRUE,TRUE,105.91864279667983,25.13589969645259,119.62968635469055,25.757080078183208,71.17223279366499,E,21.3932409108275,N,15.101357203320163,3.7241003035474094,1.3903136453094476,3.1029199218167918,1545.589171967799,371.99643903542506,FALSE
290,Anastomus oscitans,Anastomus oscitans,accepted,Ciconiiformes,Hebei,2021,114.16,38.24,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Anastomus oscitans,Anastomus oscitans,accepted,Ciconiiformes,Hunan,2025,113.24,28.23,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,Anastomus oscitans,Anastomus oscitans,accepted,Ciconiiformes,Qinghai,2023,96.57,32.58,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Anastomus oscitans,Anastomus oscitans,accepted,Ciconiiformes,Shaanxi,2020,107.53,33.23,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Anastomus oscitans,Anastomus oscitans,accepted,Ciconiiformes,Sichuan,2018,103.09,28.41,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,Ciconia boyciana,Ciconia boyciana,accepted,Ciconiiformes,Gansu,2023,105.02,33.35,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,Ciconia boyciana,Ciconia boyciana,accepted,Ciconiiformes,Ningxia,2017,105.72,37.25,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,Ciconia boyciana,Ciconia boyciana,accepted,Ciconiiformes,Tianjin,1999,117.48,38.75,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Ciconia episcopus,Ciconia episcopus,accepted,Ciconiiformes,Yunnan,2011,99.62,27.89,TRUE,TRUE,94.05740088519411,27.20584114514533,95.78879730752573,28.275237390058056,80.82135327397685,E,95.59752651710329,E,5.5625991148058915,0.6841588548546689,3.831202692474278,-0.38523739005805524,550.9097678772254,375.9717267133227,FALSE
299,Ciconia nigra,Ciconia nigra,accepted,Ciconiiformes,Xizang,2020,98.87,29.55,TRUE,TRUE,107.47548744048596,41.92855692837702,102.45203651613754,34.69045492857922,212.0600581992254,SW,211.51793544357042,SW,-8.605487440485959,-12.37855692837702,-3.582036516137535,-5.140454928579221,1590.4382483883837,658.3774483059922,FALSE
300,Leptoptilos javanicus,Leptoptilos javanicus,accepted,Ciconiiformes,Yunnan,2013,103.38,23.42,TRUE,TRUE,93.63385287641005,27.289572315903257,95.21534180053591,27.910564038365248,111.57167288882204,E,119.57010811955985,SE,9.74614712358995,-3.8695723159032553,8.164658199464085,-4.490564038365246,1069.196567108774,957.5089883028984,FALSE
301,Chalcophaps indica,Chalcophaps indica,accepted,Columbiformes,Anhui,2023,117.91,31.64,TRUE,TRUE,107.71682306746729,23.213963194178728,118.57156921318136,24.92933777566419,44.779175490463615,NE,355.1924898118344,N,10.193176932532708,8.426036805821273,-0.661569213181366,6.71066222433581,1371.5015676409002,752.250093768759,FALSE
302,Chalcophaps indica,Chalcophaps indica,accepted,Columbiformes,Hunan,2017,111.59,25.95,TRUE,TRUE,107.71682306746729,23.213963194178728,111.83058987679239,23.74465111963145,51.3666584276321,NE,354.3966238832155,N,3.873176932532715,2.7360368058212714,-0.24058987679238442,2.2053488803685504,495.8169287797332,245.22058753945595,FALSE
303,Chalcophaps indica,Chalcophaps indica,accepted,Columbiformes,Jiangxi,2011,114.38,24.49,TRUE,TRUE,107.71682306746729,23.213963194178728,114.43005829155214,23.923464396598355,76.8383803378843,E,355.40276889444624,N,6.663176932532707,1.2760368058212705,-0.05005829155214769,0.5665356034016433,695.4269863940765,62.7667907082695,FALSE
304,Chalcophaps indica,Chalcophaps indica,accepted,Columbiformes,Zhejiang,2018,120.14,27.52,TRUE,TRUE,107.71682306746729,23.213963194178728,121.477716,25.266049,66.42133714579012,NE,332.29808561237564,NW,12.423176932532712,4.306036805821272,-1.3377160000000003,2.2539510000000007,1335.99112448505,283.4947963017643,FALSE
305,Columba oenas,Columba oenas,accepted,Columbiformes,Gansu,2021,98.44,39.91,TRUE,TRUE,81.00666485837723,42.106138094931744,86.91632080116409,42.780700683789576,93.65907335639548,E,104.48276420925151,E,17.433335141622763,-2.1961380949317473,11.523679198835907,-2.870700683789579,1463.0020957235597,1002.9606309744782,FALSE
306,Columba oenas,Columba oenas,accepted,Columbiformes,Inner Mongolia,2014,101.15,42.05,TRUE,TRUE,81.00666485837723,42.106138094931744,86.9752807618977,43.17028808592647,83.42500565317982,E,91.28647018561026,E,20.14333514162277,-0.05613809493174671,14.174719238102313,-1.1202880859264752,1641.0570129378411,1154.121712083313,FALSE
307,Geopelia striata,Geopelia striata,accepted,Columbiformes,Yunnan,2021,101.26,21.92,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,Macropygia unchall,Macropygia unchall,accepted,Columbiformes,Jiangsu,2021,120.73,31.65,TRUE,TRUE,106.74565350529991,26.189238690906542,119.527314697541,28.368754678025542,62.673266295098585,NE,17.311261201473144,N,13.984346494700091,5.460761309093456,1.2026853024590025,3.281245321974456,1480.3144000856555,385.3613909314281,FALSE
309,Macropygia unchall,Macropygia unchall,accepted,Columbiformes,Xizang,2016,93.8,29.38,TRUE,TRUE,106.74565350529991,26.189238690906542,94.05731201174001,28.656921387012574,288.5310622226776,W,342.77700937828035,N,-12.945653505299916,3.190761309093457,-0.2573120117400123,0.7230786129874254,1314.500113551295,84.67540224383457,FALSE
310,Macropygia unchall,Macropygia unchall,accepted,Columbiformes,Zhejiang,2014,119.19,27.91,TRUE,TRUE,106.74565350529991,26.189238690906542,119.19,27.91,78.37044523794287,E,0,N,12.444346494700085,1.720761309093458,0,0,1241.7292966235293,0,TRUE
311,Spilopelia chinensis,Spilopelia chinensis,accepted,Columbiformes,Jilin,2016,125.4,43.81,TRUE,TRUE,110.60033172618796,29.651404582135356,119.6799342080108,39.93634638850024,35.70842892849379,NE,45.83293288895902,NE,14.799668273812046,14.158595417864646,5.7200657919891995,3.873653611499762,2053.172188604988,639.7851843500705,FALSE
312,Spilopelia chinensis,Spilopelia chinensis,accepted,Columbiformes,Inner Mongolia,2004,111.72,40.81,TRUE,TRUE,110.60033172618796,29.651404582135356,113.05333578813895,38.700624542644206,4.368659008936163,N,334.50682738020885,NW,1.1196682738120387,11.158595417864646,-1.3333357881389531,2.109375457355796,1262.6971027897666,253.14282196775173,FALSE
313,Spilopelia senegalensis,Spilopelia senegalensis,accepted,Columbiformes,Gansu,2020,97.11,40.47,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,Streptopelia decaocto,Streptopelia decaocto,accepted,Columbiformes,Heilongjiang,2005,125.26,49.1,TRUE,TRUE,101.82053231606778,38.68043425377946,125.06205091827745,44.331661584050806,50.50927921643017,NE,1.5586823852136718,N,23.43946768393222,10.419565746220542,0.19794908172255532,4.768338415949195,2192.6442096000455,529.6796317559235,FALSE
315,Treron curvirostra,Treron curvirostra,accepted,Columbiformes,Guangdong,2022,112.55,23.17,TRUE,TRUE,101.50642728692452,23.595890533076194,110.68716961584133,20.15615221485773,90.20122108104101,E,29.535629283190076,NE,11.043572713075477,-0.42589053307619196,1.86283038415867,3.0138477851422714,1135.104970570936,383.2864722498757,FALSE
316,Treron seimundi,Treron seimundi,accepted,Columbiformes,Yunnan,2020,100.33,24.9,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,Treron sieboldii,Treron sieboldii,accepted,Columbiformes,Henan,2022,111.3,33.04,TRUE,TRUE,112.94540181571801,26.86768714578544,111.30077741257222,32.89874676099402,347.3988893683575,N,359.7356572018593,N,-1.6454018157180172,6.17231285421456,-7.774125722193048e-4,0.14125323900597664,709.7154178263313,15.814211781675521,FALSE
318,Treron sieboldii,Treron sieboldii,accepted,Columbiformes,Jiangxi,2011,114.38,24.49,TRUE,TRUE,112.94540181571801,26.86768714578544,114.38,24.49,151.15012686015234,SE,0,N,1.434598184281981,-2.3776871457854405,0,0,300.5063488643302,0,TRUE
319,Treron sieboldii,Treron sieboldii,accepted,Columbiformes,Zhejiang,2020,119.67,27.71,TRUE,TRUE,112.94540181571801,26.86768714578544,119.67,27.71,80.44349735607364,E,0,N,6.724598184281987,0.8423128542145619,0,0,668.115662109296,0,TRUE
320,Treron sphenurus,Treron sphenurus,accepted,Columbiformes,Guangdong,2022,112.55,23.17,TRUE,TRUE,101.30164928744907,25.948937381390902,107.77241548997918,26.382995430526968,102.80387465833525,E,125.50576365451127,SE,11.24835071255093,-2.7789373813909,4.777584510020816,-3.2129954305269663,1180.9706600026407,598.8310531524436,FALSE
321,Alcedo hercules,Alcedo hercules,accepted,Coraciiformes,Fujian,2006,117.3,26.51,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Ceryle rudis,Ceryle rudis,accepted,Coraciiformes,Beijing,2005,116.23,40.27,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,Ceryle rudis,Ceryle rudis,accepted,Coraciiformes,Liaoning,2022,123.52,41.98,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,Ceryle rudis,Ceryle rudis,accepted,Coraciiformes,Shaanxi,2019,109.01,34.42,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,Halcyon coromanda,Halcyon coromanda,accepted,Coraciiformes,Shandong,2007,119.55,35.47,TRUE,TRUE,116.91247474452307,35.80072595650948,123.86248779337723,39.82611084044305,98.00066272971276,E,219.4293085624338,SW,2.6375252554769304,-0.33072595650948244,-4.31248779337723,-4.356110840443051,237.52576891668735,617.9490461577427,FALSE
326,Halcyon pileata,Halcyon pileata,accepted,Coraciiformes,Xizang,2017,97.49,28.82,TRUE,TRUE,111.82144228546815,31.004628323777784,98.1591152678332,28.10208167488004,263.6654676128377,W,320.8284817122891,NW,-14.331442285468157,-2.1846283237777833,-0.669115267833206,0.7179183251199603,1388.1587218996156,103.2619469849172,FALSE
327,Halcyon smyrnensis,Halcyon smyrnensis,accepted,Coraciiformes,Xizang,2013,95.32,29.33,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Halcyon smyrnensis,Halcyon smyrnensis,accepted,Coraciiformes,Jiangsu,2006,118.62,32.12,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,Halcyon smyrnensis,Halcyon smyrnensis,accepted,Coraciiformes,Shandong,2022,119.71,35.62,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Halcyon smyrnensis,Halcyon smyrnensis,accepted,Coraciiformes,Shanghai,2009,121,31.07,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Megaceryle lugubris,Megaceryle lugubris,accepted,Coraciiformes,Inner Mongolia,2014,117.23,42.95,TRUE,TRUE,111.32757744056138,30.093625480592117,117.50387905247972,41.48228918107944,18.538677952961052,N,352.22330562204274,N,5.9024225594386195,12.856374519407886,-0.2738790524797139,1.4677108189205654,1539.6549378263576,165.51069488507102,FALSE
332,Megaceryle lugubris,Megaceryle lugubris,accepted,Coraciiformes,Qinghai,2017,102.66,36.41,TRUE,TRUE,111.32757744056138,30.093625480592117,104.85860331912104,32.809059048477835,313.3838679006716,NW,333.9377220277205,NW,-8.667577440561388,6.31637451940788,-2.198603319121048,3.600940951522162,1066.065703403694,444.3361919375726,FALSE
333,Megaceryle lugubris,Megaceryle lugubris,accepted,Coraciiformes,Xizang,2019,95.2,29.25,TRUE,TRUE,111.32757744056138,30.093625480592117,95.2,29.25,270.58942823359746,W,0,N,-16.12757744056138,-0.8436254805921166,0,0,1544.6497126895829,0,TRUE
334,Todiramphus chloris,Todiramphus chloris,accepted,Coraciiformes,Fujian,2004,119.67,26.01,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,Coracias garrulus,Coracias garrulus,accepted,Coraciiformes,Qinghai,2021,97.29,37.19,TRUE,TRUE,82.3330394754239,44.26227123637791,84.61776287855406,43.28921334332125,116.89415811969707,SE,118.0057960858058,SE,14.956960524576104,-7.072271236377915,12.672237121445946,-6.099213343321253,1475.1717884856714,1260.0617615374656,FALSE
336,Merops philippinus,Merops philippinus,accepted,Coraciiformes,Henan,2022,111.24,33.06,TRUE,TRUE,104.43967425659064,23.853263018297216,104.83111572281246,25.787475585929712,31.43106675910741,NE,35.97774008370493,NE,6.80032574340936,9.206736981702786,6.408884277187539,7.27252441407029,1221.6037678163725,1015.0253613832102,FALSE
337,Cacomantis merulinus,Cacomantis merulinus,accepted,Cuculiformes,Shaanxi,2015,107.5,33.65,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,Centropus bengalensis,Centropus bengalensis,accepted,Cuculiformes,Hebei,2001,117.3,38.38,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Centropus bengalensis,Centropus bengalensis,accepted,Cuculiformes,Liaoning,2012,124.02,41.87,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,Centropus bengalensis,Centropus bengalensis,accepted,Cuculiformes,Xizang,2022,95.34,29.34,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,Centropus bengalensis,Centropus bengalensis,accepted,Cuculiformes,Zhejiang,2002,120.27,30.19,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,Clamator coromandus,Clamator coromandus,accepted,Cuculiformes,Beijing,2000,115.43,39.97,TRUE,TRUE,109.74267832392846,19.19546877444875,110.6871708340025,20.156149837706565,12.045024080077098,N,10.561258919692307,N,5.687321676071548,20.77453122555125,4.742829165997506,19.813850162293434,2381.071450908822,2259.5331345313884,FALSE
343,Clamator coromandus,Clamator coromandus,accepted,Cuculiformes,Heilongjiang,2012,128.85,45.97,TRUE,TRUE,109.74267832392846,19.19546877444875,110.93124895966928,20.011283726981045,26.165402153159107,NE,25.453625760368993,NE,19.107321676071535,26.77453122555125,17.91875104033072,25.958716273018954,3460.778818888417,3323.583845042335,FALSE
344,Clamator coromandus,Clamator coromandus,accepted,Cuculiformes,Liaoning,2015,123.63,39.85,TRUE,TRUE,109.74267832392846,19.19546877444875,110.93124895966928,20.011283726981045,27.098245476012778,NE,26.014338186679822,NE,13.887321676071537,20.654531225551253,12.69875104033072,19.838716273018957,2656.0330874525575,2518.1551690623237,FALSE
345,Clamator jacobinus,Clamator jacobinus,accepted,Cuculiformes,Yunnan,2018,98.9,25.03,TRUE,TRUE,93.25355262941336,27.11156478934363,94.63552829367367,27.64417527774494,111.05450527465598,E,123.41145205215156,SE,5.6464473705866425,-2.081564789343627,4.264471706326333,-2.6141752777449376,608.7836633463561,514.116544852828,FALSE
346,Eudynamys scolopaceus,Eudynamys scolopaceus,accepted,Cuculiformes,Liaoning,2017,120.38,40.55,TRUE,TRUE,110.11007771732673,28.01880538138574,119.25735337693214,33.710239563847196,31.313315597504868,NE,7.1205170617523095,N,10.269922282673264,12.531194618614258,1.1226466230678511,6.839760436152801,1688.4785820655927,775.1247407630041,FALSE
347,Eudynamys scolopaceus,Eudynamys scolopaceus,accepted,Cuculiformes,Qinghai,2023,90.86,38.25,TRUE,TRUE,110.11007771732673,28.01880538138574,91.63307681180781,27.797130967160648,307.4409333896992,NW,356.6581980982889,N,-19.250077717326732,10.23119461861426,-0.7730768118078117,10.452869032839352,2103.8031744333507,1175.5998755527444,FALSE
348,Eudynamys scolopaceus,Eudynamys scolopaceus,accepted,Cuculiformes,Shanxi,2019,111.92,35.42,TRUE,TRUE,110.11007771732673,28.01880538138574,111.9008189386109,34.71760667671756,11.283040426280024,N,1.274885224660352,N,1.80992228267327,7.401194618614262,0.019181061389105025,0.7023933232824433,849.373457417214,79.0739114765917,FALSE
349,Eudynamys scolopaceus,Eudynamys scolopaceus,accepted,Cuculiformes,Xizang,2015,86.6,30.53,TRUE,TRUE,110.11007771732673,28.01880538138574,85.14751524971254,28.329497080420616,282.6949623557622,W,29.540230984693153,NE,-23.510077717326737,2.5111946186142617,1.4524847502874536,2.2005029195793853,2272.460152155485,283.12120517595,FALSE
350,Hierococcyx nisicolor,Hierococcyx nisicolor,accepted,Cuculiformes,Shaanxi,2014,107.5,33.65,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Falco cherrug,Falco cherrug,accepted,Falconiformes,Yunnan,2018,99.92,26.47,TRUE,TRUE,96.8469015083264,39.087517176823994,98.0101427236763,30.43050616422916,167.56462587139208,S,156.56241820280582,SE,3.073098491673605,-12.617517176823995,1.9098572763237058,-3.9605061642291624,1447.4240934438901,477.1836200903702,FALSE
352,Falco severus,Falco severus,accepted,Falconiformes,Xizang,2013,95.28,29.32,TRUE,TRUE,104.21021301777867,24.216017712705483,95.28,29.32,304.57985709740245,NW,0,N,-8.93021301777867,5.103982287294517,0,0,1050.0736766789923,0,TRUE
353,Chrysolophus pictus,Chrysolophus pictus,accepted,Galliformes,Shanxi,2006,111.32,34.97,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Crossoptilon mantchuricum,Crossoptilon mantchuricum,accepted,Galliformes,Henan,2022,112.2,35.22,TRUE,TRUE,113.66489134087618,38.78322148442328,112.20156272873668,35.22594395046621,198.6209289545277,S,192.12203210909126,S,-1.4648913408761786,-3.5632214844232806,-0.001562728736672625,-0.005943950466210879,422.581365747063,0.6831642517209258,FALSE
356,Lophura nycthemera,Lophura nycthemera,accepted,Galliformes,Guangdong,2022,114.23,22.9,TRUE,TRUE,105.37090159995172,24.01217919846532,113.93302689977168,23.561099794020322,96.01081708743112,E,157.5108784951185,S,8.859098400048282,-1.11217919846532,0.29697310022832824,-0.6610997940203234,917.4525984517965,78.96336168663548,FALSE
357,Lophura nycthemera,Lophura nycthemera,accepted,Galliformes,Jiangsu,2017,119.58,31.23,TRUE,TRUE,105.37090159995172,24.01217919846532,118.81147707610637,28.470388779118935,57.00352166689515,NE,13.3893999977293,N,14.209098400048276,7.217820801534682,0.7685229238936273,2.759611220881066,1606.3633103590778,318.0758247887323,FALSE
358,Pavo cristatus,Pavo cristatus,accepted,Galliformes,Xizang,2025,89.02,27.23,TRUE,TRUE,92.50286191299276,26.984572149828157,92.08028540035728,27.026123372993645,275.3185652543127,W,274.9777216043884,W,-3.4828619129927603,0.24542785017184343,-3.0602854003572872,0.20387662700635545,344.45045787642056,302.4893922299625,FALSE
359,Perdix hodgsoniae,Perdix hodgsoniae,accepted,Galliformes,Yunnan,2011,99.95,28.04,TRUE,TRUE,93.47537139066112,31.82754336320102,99.96807861333741,28.18469238264737,122.3697907143997,SE,186.2931532452901,S,6.474628609338879,-3.7875433632010207,-0.018078613337408456,-0.14469238264737072,749.4701433414562,16.261977354562998,FALSE
360,Syrmaticus humiae,Syrmaticus humiae,accepted,Galliformes,Yunnan,2022,104.37,23.1,TRUE,TRUE,101.63585156971142,24.310138964683155,104.13745644896133,23.6650964833087,115.24409857564092,SE,159.26139387574017,S,2.7341484302885846,-1.2101389646831535,0.23254355103867397,-0.5650964833087002,310.13684526828666,66.69617405107444,FALSE
