record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,year_in_scope,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record,coord_status,family,discovery_sites,habitat,altitude,migratory_status,china_red_list,endemic,source_title,source_journal,source_authors,doi,link
980,Sasia ochracea,PICIFORMES,PICIFORMES,NA,Guangdong,2013,TRUE,LC,Range Shift,Field Observation and Photography,111.58,23.45,Piciformes,Guangdong,LC,Range shift or distribution change,Field Observation and Photography,White-browed Piculet Found in Guangdong Province,白眉棕啄木鸟,White-browed Piculet,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Heishiding Provincial Nature Reserve, Fengkai County, Zhaoqing, Guangdong Province, China",Forest,约350 m,Not a Migrant,LC,NO,White-browed Piculet Found in Guangdong Province,Chinese Journal of Zoology,Jin Mengjie; Zhao Jian; Wang Xuejing; Li Yulong; Chen Kai; Liu Yang,10.13859/j.cjz.2014.01.003,NA
981,Sasia ochracea,PICIFORMES,PICIFORMES,NA,Hunan,2017,TRUE,LC,NA,Field Observation and Photography,109.83,26.07,Piciformes,Hunan,LC,Other,Field Observation and Photography,White-browed Piculet (Sasia ochracea) Found in Tongdao County of Hunan Province,白眉棕啄木鸟,White-Browed Piculet,NA,raw_table,FALSE,1,TRUE,valid,Picidae,"Yangjiachong, Chuansu Village, Shuangjiang Town, Tongdao County, Hunan Province, China",Mixed Habitat,"1 665 m,1 241 m",Not a Migrant,LC,NO,White-browed Piculet (Sasia ochracea) Found in Tongdao County of Hunan Province,Chinese Journal of Zoology,Yang Lixun; Yang Yuwei; Lu Mingxin; Lu Qifeng; Zhang Zhiqiang,10.13859/j.cjz.201803025,NA
982,Podiceps auritus,PODICIPEDIFORMES,PODICIPEDIFORMES,NA,Gansu,2020,TRUE,VU,Range Shift,Field Observation and Photography,100.44,38.97,Podicipediformes,Gansu,VU,Range shift or distribution change,Field Observation and Photography,New Bird Record of Horned Grebe in Gansu Province,角䴙䴘,Horned Grebe,NA,raw_table,FALSE,1,TRUE,valid,Podicipedidae,"Zhangye National Wetland Park, Zhangye, Gansu Province, China",Wetland,1462 m,Full Migrant,NT,NO,New Bird Record of Horned Grebe in Gansu Province,Sichuan Journal of Zoology,Xie Zongping; Liu Zhao,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIFFYCj9gsW6NAH_tU3utJQZYc32sXpghNmZzSOMK9gQvR-kLGhkfQjZxNRNe7s817B_UnGJRBZs4eJQqsCKeYWcF60BdlP9wwODBjpQ-imkM2uOPo9zxM82XboBXrXH3mzxSx1YjTjxMQCcbyTHj-cygAdI52YmslO7_y2AkJdJg==&uniplatform=NZKPT&language=CHS
983,Podiceps auritus,PODICIPEDIFORMES,PODICIPEDIFORMES,NA,Shaanxi,2016,TRUE,VU,NA,Field Observation and Photography,109.03,32.71,Podicipediformes,Shaanxi,VU,Other,Field Observation and Photography,"Dunlin (Calidris alpine), Horned Grebe (Podiceps auritus) and Velvet Scoter (Melanitta fusca) Recorded in Ankang, Shaanxi Province",角䴙䴘,Horned Grebe,NA,raw_table,FALSE,1,TRUE,valid,Podicipedidae,"Han River Section, Dongtitou, Hanbin District, Ankang, Shaanxi Province, China",Rivers/Lakes/Water Bodies,448 m,Full Migrant,NT,NO,"Dunlin (Calidris alpine), Horned Grebe (Podiceps auritus) and Velvet Scoter (Melanitta fusca) Recorded in Ankang, Shaanxi Province",Chinese Journal of Zoology,Dong Rong; Cao Qiang; Lin Junli; Yu Xiaoping,10.13859/j.cjz.201703027,https://link.cnki.net/doi/10.13859/j.cjz.201703027
984,Podiceps grisegena,PODICIPEDIFORMES,PODICIPEDIFORMES,NA,Gansu,2007,TRUE,LC,Range Shift,Field Observation and Photography,101.1,38.86,Podicipediformes,Gansu,LC,Range shift or distribution change,Field Observation and Photography,New Records of 3 Bird Species in Gansu Province,赤颈䴙䴘,Red-Necked Grebe,NA,raw_table,FALSE,1,TRUE,valid,Podicipedidae,"Yangguan Reservoir, Nanhu Wetland Migratory Bird Nature Reserve, Gansu Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,New Records of 3 Bird Species in Gansu Province,Chinese Journal of Zoology,Li Fei; Qiu Guanhua; Sun Zhicheng; Wu Sanxiong,10.13859/j.cjz.2008.01.014,NA
985,Podiceps nigricollis,PODICIPEDIFORMES,PODICIPEDIFORMES,NA,Shaanxi,2002,TRUE,LC,Range Shift,Field Observation and Photography,106.9,32.95,Podicipediformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,Seven New Bird Records for Shaanxi Province,黑颈䴙䴘,Black-Necked Grebe,NA,raw_table,FALSE,1,TRUE,valid,Podicipedidae,"River, Nanhu Lake, Hanzhong, Shaanxi Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,NT,NO,Seven New Bird Records for Shaanxi Province,Journal of Shaanxi Normal University (Natural Science Edition),Gong Huisheng; Xiong Baiquan,10.15983/j.cnki.jsnu.2007.s1.008,https://link.cnki.net/doi/10.15983/j.cnki.jsnu.2007.s1.008
986,Podiceps nigricollis,PODICIPEDIFORMES,PODICIPEDIFORMES,NA,Tibet,2013,TRUE,LC,Range Shift,Field Observation and Photography,97.8,29.3,Podicipediformes,Xizang,LC,Range shift or distribution change,Field Observation and Photography,White-collared Yuhina and Little Bunting Found in Tibet,黑颈䴙䴘,Black-Necked Grebe,NA,raw_table,FALSE,1,TRUE,valid,Podicipedidae,"Mangcuo Lake, Mangkang County, Tibet, China",Rivers/Lakes/Water Bodies,4500 m,Full Migrant,NT,NO,White-collared Yuhina and Little Bunting Found in Tibet,Chinese Journal of Zoology,Liu Zixiang; Li Zhiguo; Shu Fu; Zhao Dongdong; Wu Qianqian; Shi Shengchao; Deng Xuejian,10.13859/j.cjz.201404024,NA
987,Phoebastria immutabilis,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Fujian,2005,TRUE,NT,Range Shift,Specimen Collection,119.3,26.1,Procellariiformes,Fujian,NT,Range shift or distribution change,Specimen Collection,A NEW BIRD RECORD TO CHINA-THE LAYSAN ALBATROSS （PROCELLARIIFORMES DIOMEDEIDAE）,黑背信天翁,Laysan Albatross,NA,raw_table,FALSE,1,TRUE,valid,Diomedeidae,"Yan Lake, Fujian Province, China",Coastal/Marine Habitat,NA,Full Migrant,DD,NO,A NEW BIRD RECORD TO CHINA-THE LAYSAN ALBATROSS （PROCELLARIIFORMES DIOMEDEIDAE）,Acta Zootaxonomica Sinica,Liu Bofeng,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_pEVt-EQs2IsuclaLmOXGGZ16ft0f13XSjoe8MF0WwE_QbuXx-sQuDZs7Su9BfEDsF6oF5qoG5fYKIEb194kvnbbJPkuHYoZGved2_xW2Q2OQsM52J1w4R6JjQGi9buDYYsHcDQi4-TjsmHCuobgA3FoAg7hcmSdWxcK8a0xer1Wg==&uniplatform=NZKPT&language=CHS
988,Oceanites oceanicus,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Zhejiang,2019,TRUE,LC,NA,Field Observation and Photography,120.15,30.25,Procellariiformes,Zhejiang,LC,Other,Field Observation and Photography,Bird Record from Zhejiang Province,黄蹼洋海燕,Wilson'S Storm-Petrel,NA,raw_table,FALSE,1,TRUE,valid,Oceanitidae,"Waters Near Qianwang Temple, West Lake, Zhejiang Province, China",Rivers/Lakes/Water Bodies,314 m,Full Migrant,DD,NO,Bird Record from Zhejiang Province,Chinese Journal of Zoology,Qian Cheng; Fan Zhongyong; Zhu Ying; Tu Yanbo,10.13859/j.cjz.202201018,NA
989,Ardenna pacifica,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Shanghai,2012,TRUE,LC,Range Shift,Rescue Record,121.32,31.35,Procellariiformes,Shanghai,LC,Range shift or distribution change,Rescue Record,Puffinus pacificus (Wedged-tailed Shearwater) and Other Six New Records of Birds in Shanghai,楔尾鹱,Wedge-Tailed Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Road, Jiading District, Shanghai, China",Artificial Habitat,约10 m,Full Migrant,DD,NO,Puffinus pacificus (Wedged-tailed Shearwater) and Other Six New Records of Birds in Shanghai,Journal of Fudan University (Natural Science),Bao Shunqi; Yuan; Xiao; Lu Wanpeng,10.15943/j.cnki.fdxb-jns.2013.04.021,NA
990,Ardenna pacifica,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Zhejiang,2018,TRUE,LC,Range Shift,Rescue Record,119.12,28.05,Procellariiformes,Zhejiang,LC,Range shift or distribution change,Rescue Record,New Bird Record of Wedged-tailed Shearwater in Zhejiang Province,楔尾鹱,Wedge-Tailed Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Vacant Lot, Vehicle Inspection Center, Longquan, Zhejiang Province, China",Grassland/Shrubland,NA,Full Migrant,DD,NO,New Bird Record of Wedged-tailed Shearwater in Zhejiang Province,Sichuan Journal of Zoology,Wu Chenghao; Ji Jingyong; Zhang Fenyao; Liu Baoquan,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIbBRCg7BHsahnKimrSZBgbT0cBFbXQpjM8GLqyheT-_8bpkG-zWTAy6MT0JSrUEUEoW0b8RcxCwupQ4pmedtsEIRHRKwYrX1R_JwAjyQKEKn3YhUeazgwrEhSFTYK9GWkLRDDcGwdy2zgFr83IYb2yc2JCaAK-fELrSyPxeI8NSA==&uniplatform=NZKPT&language=CHS
991,Ardenna tenuirostris,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Fujian,2024,TRUE,LC,Range Shift,Field Observation and Photography,120.26,26.72,Procellariiformes,Fujian,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Fujian Province,短尾鹱,Short-Tailed Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Sea Area, Sishuang Islands, Xiapu County, Ningde, Fujian Province, China",Coastal/Marine Habitat,NA,Full Migrant,DD,NO,New Bird Records in Fujian Province,Sichuan Journal of Zoology,Pan Yue; Wang Xiaodan; Li Zhuo; Ruan Xin,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIIZ2hHYoSc60skggbvL4NedC4R_fw0Xf1vxHOuuDihBTsAfKKJTSoA_HxIHX7I-1GyIHdEkhEHV4TP3beAv9hr3QiNSRkjsDOXjAd23Ab1jIWkLJdVFcb94taGBOJtx0HIdL74R4l6lUZACA5Og3IBdbK3JjeP1ny31-TOdiBp2g==&uniplatform=NZKPT&language=CHS
992,Ardenna tenuirostris,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Hebei,2013,TRUE,LC,Range Shift,Rescue Record,118.75,39.17,Procellariiformes,Hebei,LC,Range shift or distribution change,Rescue Record,Bird Record from Hebei Province,短尾鹱,Short-Tailed Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Laoyujian Village, Matouying Town, Leting County, Tangshan, Hebei Province, China",NA,NA,Full Migrant,DD,NO,Bird Record from Hebei Province,Chinese Journal of Zoology,Chang Yajing; Wang Pengcheng; Tian Zhiwei; Que Pinjia,10.13859/j.cjz.2014.02.010,NA
993,Bulweria bulwerii,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Yunnan,2005,TRUE,LC,Range Shift,Rescue Record,103.23,22.9,Procellariiformes,Yunnan,LC,Range shift or distribution change,Rescue Record,A New Record of the Avian Order in Yunnan（Procellariiformes：Procellariidae：Bulweria bulwerii）,褐燕鹱,Bulwer'S Petrel,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Above Construction Site, Fenshuiling Nature Reserve Management Bureau, Jinping County, Honghe Prefecture, Yunnan Province, China",Artificial Habitat,NA,Full Migrant,DD,NO,A New Record of the Avian Order in Yunnan（Procellariiformes：Procellariidae：Bulweria bulwerii）,Zoological Research,Yang Xiaojun; Yang Lan,10.3321/j.issn:0254-5853.2006.01.016,NA
994,Calonectris leucomelas,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Anhui,2011,TRUE,NT,Range Shift,Field Observation and Photography,117.2,31.89,Procellariiformes,Anhui,NT,Range shift or distribution change,Field Observation and Photography,A New Bird Record of Calonectris leucomelas in Anhui Province,白额鹱,Streaked Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Shushanhu Reservoir, Hefei, Anhui Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,DD,NO,A New Bird Record of Calonectris leucomelas in Anhui Province,Journal of Anhui Agricultural Sciences,Hou Yinxu; Jin Lei; Yu Lei; Zhang Baowei,10.13989/j.cnki.0517-6611.2012.33.004,https://link.cnki.net/doi/10.13989/j.cnki.0517-6611.2012.33.004
995,Calonectris leucomelas,PROCELLARIIFORMES,PROCELLARIIFORMES,NA,Tianjin,2017,TRUE,NT,NA,Field Observation and Photography,117.42,38.79,Procellariiformes,Tianjin,NT,Other,Field Observation and Photography,Streaked Shearwater Calonectris leucomelas Found in Tianjin,白额鹱,Streaked Shearwater,NA,raw_table,FALSE,1,TRUE,valid,Procellariidae,"Ten-Thousand-Mu Fishpond, Beidagang Wetland Nature Reserve, Tianjin, China",Wetland,3 m,Full Migrant,DD,NO,Streaked Shearwater Calonectris leucomelas Found in Tianjin,Chinese Journal of Zoology,Lou Fangzhou; Mo Xunqiang,10.13859/j.cjz.201903016,NA
996,Syrrhaptes paradoxus,PTEROCLIFORMES,PTEROCLIFORMES,NA,Guangxi,2006,TRUE,LC,Range Shift,Specimen Collection; Field Observation and Photography,107.13,22.2,Pterocliformes,Guangxi,LC,Range shift or distribution change,Specimen Collection; Field Observation and Photography,A New Wintering Area of Pallas's Sandgrouse,毛腿沙鸡,Pallas'S Sandgrouse,NA,raw_table,FALSE,1,TRUE,valid,Pteroclidae,"Suburban Area, Nanning, Guangxi, China; Farmland, Chongzuo, Guangxi, China; Long'an County, Nanning, Guangxi, China",Mixed Habitat,NA,Full Migrant,LC,NO,A New Wintering Area of Pallas's Sandgrouse,Chinese Journal of Zoology,Jiang Aiwu; Zhou Fang; Huang Chengliang,10.13859/j.cjz.2006.02.024,NA
997,Asio flammeus,STRIGIFORMES,STRIGIFORMES,NA,Guangxi,2004,TRUE,LC,Range Shift,Specimen Collection,107.08,22.14,Strigiformes,Guangxi,LC,Range shift or distribution change,Specimen Collection,A New Record of Bird Species in Guangxi—— Asio flammeus,短耳鸮,Short-Eared Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"China-Vietnam Border Area, Ningming County, Guangxi, China",NA,NA,Full Migrant,NT,NO,A New Record of Bird Species in Guangxi—— Asio flammeus,Guangxi Sciences,Lu Zhou; Zhou Fang; Pan Hongping; Xu Yunli,10.13656/j.cnki.gxkx.2005.04.028,https://link.cnki.net/doi/10.13656/j.cnki.gxkx.2005.04.028
998,Athene noctua,STRIGIFORMES,STRIGIFORMES,NA,Yunnan,2000,TRUE,LC,Range Shift,Field Observation and Photography,99.26,28.35,Strigiformes,Yunnan,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Little Owl in Yunnan Province,纵纹腹小鸮,Little Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Site 3 km North Jinsha River Fulong Bridge, Benzilan Township, Deqin County, Yunnan Province, China",Farmland/Tea Plantation,NA,Not a Migrant,LC,NO,New Bird Record of Little Owl in Yunnan Province,Zoological Research,Han Lianxian,10.3321/j.issn:0254-5853.2002.01.018,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_rx5MsUrDGKZeuaCrlpD0vKpPGn0aneuUf4PEndlRrmcJU6sSlWDnNgbDruZwrjkR8wRfPVoGdeDQc79oIq7utaNNvq1S2f73wqhzjfCkZpoGKW-WBKgbPSIdSLzxH6u8qSYwBcZ7yI6IwvnaOCMKEFlKjO3aeBMM458IqMs-Rteg==&uniplatform=NZKPT&language=CHS
999,Athene noctua,STRIGIFORMES,STRIGIFORMES,NA,Zhejiang,2022,TRUE,LC,Range Shift,Rescue Record,119.69,30.63,Strigiformes,Zhejiang,LC,Range shift or distribution change,Rescue Record,New Distribution Record of Little Owl in Zhejiang Province,纵纹腹小鸮,Little Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Residential Community, Lantian Village, Dipu Subdistrict, Anji County, Zhejiang (Nest In A Wall Cavity), Zhejiang Province, China",Artificial Habitat,NA,Not a Migrant,LC,NO,New Distribution Record of Little Owl in Zhejiang Province,Sichuan Journal of Zoology,Wen Chaoran; Huang Yunfeng; Zhou Jiajun; Qian Cheng; Jin Wei,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJnH5Ea66B2MfMInW5t4V7zf1K81yDMEpTM9vBGpUq1vYo7V9pi5rjtEvi_TTLYYoce0ATFEebq_C_C4fBrdsm2cvjB1_fJib_kKcGe6kwZSK5T6Msp5_SwiWcWukbGoOBFhI15OrBcjhEi-HFNuNCt_DwqUvp5DKhp5v9PYCjy2w==&uniplatform=NZKPT&language=CHS
1000,Bubo nipalensis,STRIGIFORMES,STRIGIFORMES,NA,Guangxi,2014,TRUE,LC,Range Shift,Infrared Camera Record,106.88,22.35,Strigiformes,Guangxi,LC,Range shift or distribution change,Infrared Camera Record,Spot-bellied Eagle-owl Found in Guangxi,林雕鸮,Spot-Bellied Eagle-Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Nonggang National Nature Reserve, Guangxi, China",Forest,238 m,Not a Migrant,VU,NO,Spot-bellied Eagle-owl Found in Guangxi,Chinese Journal of Zoology,Song Yixi; Chen Tianbo; Li Fei; Wen Baihao; Meng Yuanjun; Yang Jianhuan,10.13859/j.cjz.201406020,NA
1001,Bubo nipalensis,STRIGIFORMES,STRIGIFORMES,NA,Chongqing,2018,TRUE,LC,NA,Field Observation and Photography,107.33,28.83,Strigiformes,Chongqing,LC,Other,Field Observation and Photography,"Spot-bellied Eagle-owl (Bubo nipalensis) Found in Jinfo Mountain, Nanchuan District, Chongqing",林雕鸮,Spot-Bellied Eagle-Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Maniaoshui Reservoir, Jin Foshan Nature Reserve, Nanchuan District, Chongqing, China",Forest,1 402 m,Not a Migrant,VU,NO,"Spot-bellied Eagle-owl (Bubo nipalensis) Found in Jinfo Mountain, Nanchuan District, Chongqing",Chinese Journal of Zoology,Zhao Guijun; Feng Xiaolan; Ceng Dejun; Jie Hang; Zhang Chenglu; Qi Wenhua,10.13859/j.cjz.201904028,NA
1002,Glaucidium cuculoides,STRIGIFORMES,STRIGIFORMES,NA,Beijing,2008,TRUE,LC,Range Shift,Rescue Record,116.37,39.91,Strigiformes,Beijing,LC,Range shift or distribution change,Rescue Record,New Bird Record of Chestnut-backed Owlet in Beijing,斑头鸺鹠,Asian Barred Owlet,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Haidian District, Beijing, China; Xicheng District, Beijing, China; Fengtai District, Beijing, China",NA,NA,Altitudinal Migrant,LC,NO,New Bird Record of Chestnut-backed Owlet in Beijing,Chinese Journal of Zoology,Gao Feng; Liu Liyu; Tang Guoliang; Song Jie,10.13859/j.cjz.2008.03.023,https://link.cnki.net/doi/10.13859/j.cjz.2008.03.023
1003,Ketupa flavipes,STRIGIFORMES,STRIGIFORMES,NA,Shanxi,2024,TRUE,LC,Range Shift,Field Observation and Photography,111.86,35.59,Strigiformes,Shanxi,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Shanxi Province,黄腿渔鸮,Tawny Fish-Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"River Valley, Quantou Village, Yicheng County, Linfen, Shanxi Province, China",Forest,950 m,Not a Migrant,EN,NO,New Bird Records in Shanxi Province,Sichuan Journal of Zoology,Li Min; Li Kangyu; Yu Xiaoping,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKiMsEqGbCoqevSsxjpkq25NN0sf7aiJYqkLI-uzcR03yG8VqRQ7VnudnSG1lmLESptJDtr01hv2IhJzpMcpAhWorQ2i2uEw3N--8F68KN1xHjqzba6CZcHE8CJxEksRbgtL_dmPvZEpArWE49QSPn-I6XOe0JlSgLRTK9AZUhk0w==&uniplatform=NZKPT&language=CHS
1004,Ninox japonica,STRIGIFORMES,STRIGIFORMES,NA,Hunan,2018,TRUE,LC,NA,Field Observation and Photography; Vocalization Record,111.63,29.53,Strigiformes,Hunan,LC,Other,Field Observation and Photography; Vocalization Record,"Common Chaffinch, Northern Boobook and Short-toed Snake Eagle Found in Hunan Province",日本鹰鸮,Northern Boobook,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Central School Periphery, Hupingshan Town, Shimen County, Hunan Province, China; Hupingshan National Nature Reserve Administration Periphery, Hunan Province, China; Shanghong Village, Zhangfang Town, Liuyang, Hunan Province, China",NA,237 m;239 m;405 m;239 m,Full Migrant,DD,NO,"Common Chaffinch, Northern Boobook and Short-toed Snake Eagle Found in Hunan Province",Chinese Journal of Zoology,Hu Ke; Shu Zhaoen; Luo Yao; Shang Yuanlingbo; Kang Zujie; He Chunrong; Yang Cuncun; Tang Jia; Zheng Ye; Liu Yang; Yang Daode; Xiao Rongbo,10.13859/j.cjz.202301014,NA
1005,Otus lettia,STRIGIFORMES,STRIGIFORMES,NA,Gansu,2023,TRUE,LC,Range Shift,Field Observation and Photography,105.16,32.64,Strigiformes,Gansu,LC,Range shift or distribution change,Field Observation and Photography,New Bird Record of Collared Scops Owl in Gansu Province,领角鸮,Collared Scops-Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Bikouliziba A Tea Plantation, Baishuijiang National Nature Reserve, Gansu Province, China",Farmland/Tea Plantation,1 020 m,Altitudinal Migrant,LC,NO,New Bird Record of Collared Scops Owl in Gansu Province,Sichuan Journal of Zoology,Gao Jie; Ren Jingcheng; Li Hongfei; Huang Yinghong; Yi Chenjuan; Ma Tinghu; Gao Heng,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJfI6J1vfHfARhen2s6qJJ7qT0a9dXg98uDnzp8pkYYWspY2L4ApUN0eWfQ7BNzQ5FM6fjULFg4Fp286OgOpSdEADz0PaWKi-lDdTPgCRIoRMht6_ceWFCLgpjcFImODwhpsjEIgm6QBMiDzZJGTQDpFGzlz56qZsFLCYzI3svWKA==&uniplatform=NZKPT&language=CHS
1006,Otus semitorques,STRIGIFORMES,STRIGIFORMES,NA,Henan,2011,TRUE,LC,Range Shift,Net Capture Record,114.25,31.95,Strigiformes,Henan,LC,Range shift or distribution change,Net Capture Record,New Bird Record of Japanese Scops Owl in Henan Province,北领角鸮,Japanese Scops Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Dongzhai National Nature Reserve, Henan Province, China",Forest,210 m,Altitudinal Migrant,LC,NO,New Bird Record of Japanese Scops Owl in Henan Province,Sichuan Journal of Zoology,Huang Xi; Lin Xuanlong; Xia Canwei,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIkychoPi8clSSRhrWhMQTxzpuAjrAOtuBOZ1XES8sAlZ8QA0MvQ5hAwgEb4Jb316-znMsuQ3QIQJ-FP06qTaoQxLblKo3vw3tptZBZqlgjKGlAUvDiNrYDmfZagoTvleuxEVz5OSTLTpNNQ6LOXHcQEvEEVhOFT_xdGfJhBvj10g==&uniplatform=NZKPT&language=CHS
1007,Otus semitorques,STRIGIFORMES,STRIGIFORMES,NA,Inner Mongolia,2022,TRUE,LC,Range Shift,Field Observation and Photography,110.82,40.85,Strigiformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,A New Distribution Record of Otus Semitorques in Central and Western Inner Mongolia,北领角鸮,Japanese Scops Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Flight Area, Hohhot Airport, Inner Mongolia, China",Grassland/Shrubland,1077 m,Altitudinal Migrant,LC,NO,A New Distribution Record of Otus Semitorques in Central and Western Inner Mongolia,Inner Mongolia Forestry Investigation and Design,Na Shundeligeer; Ma Tianqin; Wang Qiang,10.13387/j.cnki.nmld.2022.05.027,https://link.cnki.net/doi/10.13387/j.cnki.nmld.2022.05.027
1008,Otus semitorques,STRIGIFORMES,STRIGIFORMES,NA,Zhejiang,2015,TRUE,LC,Range Shift,Net Capture Record,119.12,30.3,Strigiformes,Zhejiang,LC,Range shift or distribution change,Net Capture Record,New Bird Records in Zhejiang Province,北领角鸮,Japanese Scops Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"South China Sika Deer Enclosure, Qianqingtang Protection Station, Qingliangfeng National Nature Reserve, Zhejiang Province, China",Artificial Habitat,NA,Altitudinal Migrant,LC,NO,New Bird Records in Zhejiang Province,Sichuan Journal of Zoology,Zhang Shuyan; Guo Rui; Cheng Zhangfeng; Weng Dongming,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIZTUEZW5TIcS30t_75rYd7RIzkBPA3qzdCtBLQLwTDhLJi4sFJEwtGZrXnHKTFnNGSxcjeKOeWKKxXYSIdVCpt9-ISUgFnlVh5QFaR33OMCscmJuxdtzIuRnHQUglzl6TF1S7issyTsx-HfkHQhqgQ9tnRzWSZ7qZn_QJ-qcqT5Q==&uniplatform=NZKPT&language=CHS
1009,Otus spilocephalus,STRIGIFORMES,STRIGIFORMES,NA,Anhui,2022,TRUE,LC,Range Shift,Field Observation and Photography; Vocalization Record,118.15,30.09,Strigiformes,Anhui,LC,Range shift or distribution change,Field Observation and Photography; Vocalization Record,"The Mountain Scops Owl (Otus spilocephalus), a new record of birds in Anhui Province",黄嘴角鸮,Mountain Scops-Owl,NA,raw_table,FALSE,1,TRUE,valid,Strigidae,"Fuxi Village, Tangkou Town, Huangshan District, Huangshan, Anhui Province, China",Mixed Habitat,562 m,Altitudinal Migrant,NT,NO,"The Mountain Scops Owl (Otus spilocephalus), a new record of birds in Anhui Province",Journal of Anhui University (Natural Sciences),Ma Haohao; Yu Lei; Wang Le; Zhang Baowei,10.3969/j.issn.1000-2162.2023.02.014,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_pncmXhzbqixYQVVD0RdVcuDW-1TGR0zh3pwaTvbq0QclJQwM-anBOAXNjyT_roDaz1oquPVDaIj30acc5CFvmBYS9Jx3d88hU-5r9e14yQNCsIqmBDfeImuWxl6hFHZiTkYhGwOBPtoH6ktmsNiim3ZlnAyjvbcFif3JuN2olhWJ_zetA1v0ul&uniplatform=NZKPT&language=CHS
